Frame_Index,Frame_Name,Predicted_Speed_m/s
814,video_frame_000814.png,0.681161
815,video_frame_000815.png,0.682764
816,video_frame_000816.png,0.700955
817,video_frame_000817.png,0.693662
818,video_frame_000818.png,0.691095
819,video_frame_000819.png,0.685957
820,video_frame_000820.png,0.674812
821,video_frame_000821.png,0.678967
822,video_frame_000822.png,0.684210
823,video_frame_000823.png,0.713424
824,video_frame_000824.png,0.723730
825,video_frame_000825.png,0.780627
826,video_frame_000826.png,0.844523
827,video_frame_000827.png,0.875806
828,video_frame_000828.png,0.856100
829,video_frame_000829.png,0.804674
830,video_frame_000830.png,0.823442
831,video_frame_000831.png,0.891309
832,video_frame_000832.png,0.915104
833,video_frame_000833.png,0.934010
834,video_frame_000834.png,0.915818
835,video_frame_000835.png,0.857298
836,video_frame_000836.png,0.752638
837,video_frame_000837.png,0.681403
838,video_frame_000838.png,0.667079
839,video_frame_000839.png,0.658701
840,video_frame_000840.png,0.629310
841,video_frame_000841.png,0.601748
842,video_frame_000842.png,0.624584
843,video_frame_000843.png,0.700029
844,video_frame_000844.png,0.714704
845,video_frame_000845.png,0.708518
846,video_frame_000846.png,0.712976
847,video_frame_000847.png,0.727785
848,video_frame_000848.png,0.739906
849,video_frame_000849.png,0.805559
850,video_frame_000850.png,0.847009
851,video_frame_000851.png,0.877329
852,video_frame_000852.png,0.860466
853,video_frame_000853.png,0.809962
854,video_frame_000854.png,0.764769
855,video_frame_000855.png,0.782001
856,video_frame_000856.png,0.771051
857,video_frame_000857.png,0.807507
858,video_frame_000858.png,0.851890
859,video_frame_000859.png,0.802684
860,video_frame_000860.png,0.730766
861,video_frame_000861.png,0.695374
862,video_frame_000862.png,0.676216
863,video_frame_000863.png,0.665545
864,video_frame_000864.png,0.665810
865,video_frame_000865.png,0.668603
866,video_frame_000866.png,0.678692
867,video_frame_000867.png,0.666987
868,video_frame_000868.png,0.639692
869,video_frame_000869.png,0.640162
870,video_frame_000870.png,0.638098
871,video_frame_000871.png,0.633780
872,video_frame_000872.png,0.649470
873,video_frame_000873.png,0.660473
874,video_frame_000874.png,0.677507
875,video_frame_000875.png,0.680633
876,video_frame_000876.png,0.673102
877,video_frame_000877.png,0.626397
878,video_frame_000878.png,0.606532
879,video_frame_000879.png,0.625922
880,video_frame_000880.png,0.650561
881,video_frame_000881.png,0.660623
882,video_frame_000882.png,0.674649
883,video_frame_000883.png,0.666615
884,video_frame_000884.png,0.639762
885,video_frame_000885.png,0.630992
886,video_frame_000886.png,0.626482
887,video_frame_000887.png,0.656561
888,video_frame_000888.png,0.684610
889,video_frame_000889.png,0.753016
890,video_frame_000890.png,0.697464
891,video_frame_000891.png,0.675016
892,video_frame_000892.png,0.674394
893,video_frame_000893.png,0.665226
894,video_frame_000894.png,0.665339
895,video_frame_000895.png,0.653158
896,video_frame_000896.png,0.640895
897,video_frame_000897.png,0.617556
898,video_frame_000898.png,0.632336
899,video_frame_000899.png,0.610746
900,video_frame_000900.png,0.604185
901,video_frame_000901.png,0.653975
902,video_frame_000902.png,0.656412
903,video_frame_000903.png,0.674093
904,video_frame_000904.png,0.659396
905,video_frame_000905.png,0.660509
906,video_frame_000906.png,0.666070
907,video_frame_000907.png,0.702003
908,video_frame_000908.png,0.759227
909,video_frame_000909.png,0.745889
910,video_frame_000910.png,0.684461
911,video_frame_000911.png,0.663417
912,video_frame_000912.png,0.663494
913,video_frame_000913.png,0.679935
914,video_frame_000914.png,0.693449
915,video_frame_000915.png,0.701721
916,video_frame_000916.png,0.701316
917,video_frame_000917.png,0.644371
918,video_frame_000918.png,0.592877
919,video_frame_000919.png,0.568757
920,video_frame_000920.png,0.568135
921,video_frame_000921.png,0.598699
922,video_frame_000922.png,0.603491
923,video_frame_000923.png,0.606168
924,video_frame_000924.png,0.765054
925,video_frame_000925.png,1.267191
926,video_frame_000926.png,1.898695
927,video_frame_000927.png,1.975469
928,video_frame_000928.png,2.176671
929,video_frame_000929.png,2.867222
930,video_frame_000930.png,3.450780
931,video_frame_000931.png,3.903504
932,video_frame_000932.png,4.686918
933,video_frame_000933.png,5.004616
934,video_frame_000934.png,4.765316
935,video_frame_000935.png,3.383083
936,video_frame_000936.png,2.366301
937,video_frame_000937.png,1.767252
938,video_frame_000938.png,1.597574
939,video_frame_000939.png,1.240149
940,video_frame_000940.png,1.049690
941,video_frame_000941.png,1.022961
942,video_frame_000942.png,0.961272
943,video_frame_000943.png,0.832599
944,video_frame_000944.png,0.800027
945,video_frame_000945.png,0.787389
946,video_frame_000946.png,0.783571
947,video_frame_000947.png,0.786583
948,video_frame_000948.png,0.786181
949,video_frame_000949.png,0.834979
950,video_frame_000950.png,0.810463
951,video_frame_000951.png,0.886222
952,video_frame_000952.png,0.896539
953,video_frame_000953.png,0.894622
954,video_frame_000954.png,0.864596
955,video_frame_000955.png,0.872863
956,video_frame_000956.png,0.899287
957,video_frame_000957.png,1.013557
958,video_frame_000958.png,1.049349
959,video_frame_000959.png,0.944362
960,video_frame_000960.png,0.782433
961,video_frame_000961.png,0.718617
962,video_frame_000962.png,0.712869
963,video_frame_000963.png,0.724798
964,video_frame_000964.png,0.731991
965,video_frame_000965.png,0.751398
966,video_frame_000966.png,0.702861
967,video_frame_000967.png,0.606804
968,video_frame_000968.png,0.528406
969,video_frame_000969.png,0.534088
970,video_frame_000970.png,0.511636
971,video_frame_000971.png,0.524198
972,video_frame_000972.png,0.546981
973,video_frame_000973.png,0.610824
974,video_frame_000974.png,0.702067
975,video_frame_000975.png,0.773929
976,video_frame_000976.png,0.827282
977,video_frame_000977.png,0.835981
978,video_frame_000978.png,0.840487
979,video_frame_000979.png,0.855444
980,video_frame_000980.png,0.863780
981,video_frame_000981.png,0.894787
982,video_frame_000982.png,0.950747
983,video_frame_000983.png,0.943329
984,video_frame_000984.png,0.879173
985,video_frame_000985.png,0.790276
986,video_frame_000986.png,0.735954
987,video_frame_000987.png,0.741772
988,video_frame_000988.png,0.818380
989,video_frame_000989.png,0.865110
990,video_frame_000990.png,0.915191
991,video_frame_000991.png,0.931857
992,video_frame_000992.png,0.874164
993,video_frame_000993.png,0.791404
994,video_frame_000994.png,0.737520
995,video_frame_000995.png,0.738896
996,video_frame_000996.png,0.749389
997,video_frame_000997.png,0.740723
998,video_frame_000998.png,0.732144
999,video_frame_000999.png,0.675608
1000,video_frame_001000.png,0.640478
1001,video_frame_001001.png,0.605160
1002,video_frame_001002.png,0.624235
1003,video_frame_001003.png,0.619963
1004,video_frame_001004.png,0.635204
1005,video_frame_001005.png,0.679211
1006,video_frame_001006.png,0.753121
1007,video_frame_001007.png,0.844132
1008,video_frame_001008.png,0.898717
1009,video_frame_001009.png,0.877870
1010,video_frame_001010.png,0.870240
1011,video_frame_001011.png,0.893645
1012,video_frame_001012.png,0.891666
1013,video_frame_001013.png,0.903505
1014,video_frame_001014.png,0.943430
1015,video_frame_001015.png,0.981748
1016,video_frame_001016.png,0.960025
1017,video_frame_001017.png,0.964665
1018,video_frame_001018.png,0.903799
1019,video_frame_001019.png,0.848733
1020,video_frame_001020.png,0.850792
1021,video_frame_001021.png,0.859799
1022,video_frame_001022.png,0.844043
1023,video_frame_001023.png,0.847279
1024,video_frame_001024.png,0.828731
1025,video_frame_001025.png,0.744850
1026,video_frame_001026.png,0.620056
1027,video_frame_001027.png,0.558439
1028,video_frame_001028.png,0.551315
1029,video_frame_001029.png,0.556331
1030,video_frame_001030.png,0.564003
1031,video_frame_001031.png,0.610762
1032,video_frame_001032.png,0.625670
1033,video_frame_001033.png,0.642716
1034,video_frame_001034.png,0.622283
1035,video_frame_001035.png,0.624170
1036,video_frame_001036.png,0.653425
1037,video_frame_001037.png,0.703981
1038,video_frame_001038.png,0.744846
1039,video_frame_001039.png,0.779881
1040,video_frame_001040.png,0.803324
1041,video_frame_001041.png,0.790821
1042,video_frame_001042.png,0.752470
1043,video_frame_001043.png,0.737150
1044,video_frame_001044.png,0.746093
1045,video_frame_001045.png,0.743565
1046,video_frame_001046.png,0.722951
1047,video_frame_001047.png,0.726936
1048,video_frame_001048.png,0.774956
1049,video_frame_001049.png,0.753808
1050,video_frame_001050.png,0.927052
1051,video_frame_001051.png,1.151164
1052,video_frame_001052.png,1.331502
1053,video_frame_001053.png,1.365788
1054,video_frame_001054.png,1.418476
1055,video_frame_001055.png,1.530183
1056,video_frame_001056.png,1.680872
1057,video_frame_001057.png,1.575351
1058,video_frame_001058.png,1.492881
1059,video_frame_001059.png,1.703742
1060,video_frame_001060.png,1.652270
1061,video_frame_001061.png,1.541790
1062,video_frame_001062.png,1.447169
1063,video_frame_001063.png,1.569778
1064,video_frame_001064.png,1.634819
1065,video_frame_001065.png,1.594171
1066,video_frame_001066.png,1.526839
1067,video_frame_001067.png,1.461239
1068,video_frame_001068.png,1.351248
1069,video_frame_001069.png,1.154146
1070,video_frame_001070.png,1.051009
1071,video_frame_001071.png,0.793539
1072,video_frame_001072.png,0.557361
1073,video_frame_001073.png,0.538119
1074,video_frame_001074.png,0.530047
1075,video_frame_001075.png,0.571836
1076,video_frame_001076.png,0.837152
1077,video_frame_001077.png,1.150105
1078,video_frame_001078.png,1.531288
1079,video_frame_001079.png,1.806872
1080,video_frame_001080.png,1.899769
1081,video_frame_001081.png,2.200372
1082,video_frame_001082.png,2.563546
1083,video_frame_001083.png,3.175724
1084,video_frame_001084.png,3.795887
1085,video_frame_001085.png,3.991690
1086,video_frame_001086.png,3.017042
1087,video_frame_001087.png,1.864378
1088,video_frame_001088.png,1.428054
1089,video_frame_001089.png,1.392490
1090,video_frame_001090.png,1.263905
1091,video_frame_001091.png,0.994295
1092,video_frame_001092.png,0.822952
1093,video_frame_001093.png,0.692846
1094,video_frame_001094.png,0.619203
1095,video_frame_001095.png,0.595416
1096,video_frame_001096.png,0.635048
1097,video_frame_001097.png,0.618283
1098,video_frame_001098.png,0.642370
1099,video_frame_001099.png,0.643812
1100,video_frame_001100.png,0.664338
1101,video_frame_001101.png,0.661021
1102,video_frame_001102.png,0.640646
1103,video_frame_001103.png,0.615387
1104,video_frame_001104.png,0.612670
1105,video_frame_001105.png,0.611681
1106,video_frame_001106.png,0.615546
1107,video_frame_001107.png,0.652954
1108,video_frame_001108.png,0.594569
1109,video_frame_001109.png,0.558035
1110,video_frame_001110.png,0.544134
1111,video_frame_001111.png,0.560883
1112,video_frame_001112.png,0.544427
1113,video_frame_001113.png,0.564235
1114,video_frame_001114.png,0.563777
1115,video_frame_001115.png,0.606917
1116,video_frame_001116.png,0.661328
1117,video_frame_001117.png,0.757215
1118,video_frame_001118.png,0.769840
1119,video_frame_001119.png,0.800951
1120,video_frame_001120.png,0.794605
1121,video_frame_001121.png,0.797957
1122,video_frame_001122.png,0.827902
1123,video_frame_001123.png,0.831458
1124,video_frame_001124.png,0.837520
1125,video_frame_001125.png,0.819036
1126,video_frame_001126.png,0.701491
1127,video_frame_001127.png,0.667568
1128,video_frame_001128.png,0.719586
1129,video_frame_001129.png,0.722360
1130,video_frame_001130.png,0.905400
1131,video_frame_001131.png,1.021197
1132,video_frame_001132.png,1.408405
1133,video_frame_001133.png,1.306325
1134,video_frame_001134.png,1.401759
1135,video_frame_001135.png,1.444444
1136,video_frame_001136.png,1.541354
1137,video_frame_001137.png,1.880772
1138,video_frame_001138.png,2.389497
1139,video_frame_001139.png,2.553957
1140,video_frame_001140.png,2.572565
1141,video_frame_001141.png,2.871913
1142,video_frame_001142.png,3.428354
1143,video_frame_001143.png,5.725989
1144,video_frame_001144.png,8.442232
1145,video_frame_001145.png,9.252871
1146,video_frame_001146.png,10.003171
1147,video_frame_001147.png,9.777219
1148,video_frame_001148.png,8.904444
1149,video_frame_001149.png,7.745995
1150,video_frame_001150.png,6.157468
1151,video_frame_001151.png,4.021738
1152,video_frame_001152.png,2.325920
1153,video_frame_001153.png,1.455104
1154,video_frame_001154.png,0.858806
1155,video_frame_001155.png,0.511672
1156,video_frame_001156.png,0.513785
1157,video_frame_001157.png,0.537362
1158,video_frame_001158.png,0.562530
1159,video_frame_001159.png,0.607132
1160,video_frame_001160.png,0.736114
1161,video_frame_001161.png,0.705471
1162,video_frame_001162.png,0.689102
1163,video_frame_001163.png,0.692980
1164,video_frame_001164.png,0.694078
1165,video_frame_001165.png,0.694700
1166,video_frame_001166.png,0.709450
1167,video_frame_001167.png,0.748308
1168,video_frame_001168.png,0.776643
1169,video_frame_001169.png,0.823371
1170,video_frame_001170.png,0.860754
1171,video_frame_001171.png,0.897969
1172,video_frame_001172.png,0.930552
1173,video_frame_001173.png,1.147475
1174,video_frame_001174.png,1.461522
1175,video_frame_001175.png,1.770011
1176,video_frame_001176.png,2.237224
1177,video_frame_001177.png,2.259340
1178,video_frame_001178.png,2.734907
1179,video_frame_001179.png,2.830816
1180,video_frame_001180.png,3.622768
1181,video_frame_001181.png,4.192360
1182,video_frame_001182.png,5.113198
1183,video_frame_001183.png,4.598014
1184,video_frame_001184.png,3.939480
1185,video_frame_001185.png,3.318736
1186,video_frame_001186.png,3.115314
1187,video_frame_001187.png,2.328421
1188,video_frame_001188.png,1.778297
1189,video_frame_001189.png,1.437717
1190,video_frame_001190.png,1.319565
1191,video_frame_001191.png,1.060696
1192,video_frame_001192.png,0.805350
1193,video_frame_001193.png,0.657561
1194,video_frame_001194.png,0.571090
1195,video_frame_001195.png,0.615266
1196,video_frame_001196.png,0.638063
1197,video_frame_001197.png,0.632295
1198,video_frame_001198.png,0.633515
